Max Depth,Accuracy
10,0.7119137281752824
15,0.8262581307771312
20,0.8793221499486478
25,0.8928449161246148
30,0.9015748031496063
35,0.9029441971927422
40,0.9029441971927422
45,0.9029441971927422
50,0.9029441971927422
55,0.9029441971927422
