Max Depth,Accuracy
10,0.733937530344716
15,0.8292603981226736
20,0.8918918918918919
25,0.915196633759508
30,0.926201650752549
35,0.926201650752549
40,0.9263634892377407
45,0.9263634892377407
50,0.9263634892377407
55,0.9263634892377407
