Max Depth,Accuracy
10,0.6556603773584906
15,0.7971698113207547
20,0.8915094339622641
25,0.8915094339622641
30,0.8915094339622641
35,0.8915094339622641
40,0.8915094339622641
45,0.8915094339622641
50,0.8915094339622641
55,0.8915094339622641
