Max Depth,Accuracy
10,0.7036337209302326
15,0.7659883720930233
20,0.8449127906976744
25,0.8831395348837209
30,0.9002906976744186
35,0.9026162790697675
40,0.9024709302325581
45,0.9024709302325581
50,0.9024709302325581
55,0.9024709302325581
