Max Depth,Accuracy
10,0.7290630182421227
15,0.806592039800995
20,0.8505389718076285
25,0.8942786069651741
30,0.8988391376451078
35,0.8998756218905473
40,0.8998756218905473
45,0.8998756218905473
50,0.8998756218905473
55,0.8998756218905473
