Max Depth,Accuracy
10,0.7040932347924957
15,0.7779988629903354
20,0.8254690164866402
25,0.8854462762933485
30,0.9025014212620808
35,0.9056281978396816
40,0.9061967026719727
45,0.9059124502558272
50,0.9059124502558272
55,0.9059124502558272
