Max Depth,Accuracy
10,0.6725161242902556
15,0.7588982194373496
20,0.807537531467632
25,0.8282096984619908
30,0.8641517061428493
35,0.8823615883574355
40,0.8925598574079859
45,0.8947648885540508
50,0.8949302658900057
55,0.8949118906304552
60,0.8948935153709047
