Max Depth,Accuracy
10,0.7013600629908915
15,0.8001941500022317
20,0.8644809504413798
25,0.8940421070423494
30,0.9030810999214952
35,0.9058195711882346
40,0.9064367120605631
45,0.9064268671056186
50,0.9064268671056186
55,0.9064268671056186
