Max Depth,Accuracy
10,0.7208381455205412
15,0.8472199307045042
20,0.8942418742781719
25,0.9104108232964857
30,0.9104108232964857
35,0.9102458340207886
40,0.9102458340207886
45,0.9102458340207886
50,0.9102458340207886
55,0.9102458340207886
