Max Depth,Accuracy
10,0.639871382636656
15,0.770096463022508
20,0.8569131832797428
25,0.8794212218649518
30,0.887459807073955
35,0.887459807073955
40,0.887459807073955
45,0.887459807073955
50,0.887459807073955
55,0.887459807073955
