Max Depth,Accuracy
10,0.7269102990033223
15,0.8408637873754152
20,0.8799003322259136
25,0.8890365448504983
30,0.9058139534883721
35,0.913953488372093
40,0.9167774086378737
45,0.9169435215946844
50,0.9169435215946844
55,0.9169435215946844
