Max Depth,Accuracy
10,0.7080525008868394
15,0.8382405108194395
20,0.8868393047179851
25,0.9036892515076268
30,0.908478183753104
35,0.9106065980844271
40,0.9109613338063143
45,0.9109613338063143
50,0.9109613338063143
55,0.9109613338063143
