Month,Accuracy
April 2018,0.9231703087062089
May 2018,0.8992654774396642
June 2018,0.9263634892377407
July 2018,0.9029441971927422
August 2018,0.9109613338063143
September 2018,0.9167774086378737
October 2018,0.8998756218905473
November 2018,0.9102458340207886
December 2018,0.9024709302325581
January 2019,0.9061967026719727
February 2019,0.887459807073955
March 2019,0.8915094339622641
Average over 12 months,0.9064367120727191
